step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,CASH_OUT,DEBIT,PAYMENT,TRANSFER
333,50287.25,2692.52,54516.85,43203.59,42034.31,0,0,0,0
530,69325.24,73312.37,81180.68,68361.12,160278.52,0,1,0,0
519,68135.06,88561.88,35282.59,145786.69,117110.59,1,0,1,0
383,47780.4,83152.13,171522.18,15150.98,150262.56,0,0,1,0
82,55287.56,116814.37,47696.08,7842.78,4559.62,0,1,0,1
431,79469.58,139435.84,43675.6,179794.21,36874.41,0,1,0,1
123,65336.77,81835.33,118941.68,148363.87,110272.02,0,1,0,1
118,56776.88,133051.7,164018.13,17477.99,133693.46,1,0,0,1
316,86443.8,138455.58,199158.78,111612.5,133703.92,1,1,1,1
462,50266.07,170725.52,103870.76,167306.01,199841.93,1,1,0,0
133,16288.4,17925.29,27384.78,70473.26,93172.18,1,1,0,0
71,19398.31,9216.98,71187.86,136655.01,111260.09,1,1,1,0
38,78705.17,30670.42,22364.7,153362.91,34209.14,0,1,1,0
390,47884.48,97179.49,27210.11,106043.41,136438.0,0,1,0,1
376,4248.09,181666.85,73023.51,12683.43,184084.33,0,0,0,0
9,29644.05,79402.15,80938.7,144219.63,177898.2,0,0,1,1
84,58991.77,74499.5,148316.89,5498.95,65710.55,0,1,0,0
557,27704.05,173381.46,22216.73,78183.96,49107.13,1,0,1,1
26,88472.5,45355.52,132723.29,5728.37,31570.99,1,0,0,1
649,94460.62,184791.52,189684.23,153867.44,60962.77,1,0,0,0
602,36536.04,93711.52,86267.11,62941.69,112898.57,1,1,0,1
585,33076.44,181531.43,62882.07,152887.89,108580.65,1,0,1,0
625,45678.56,141262.29,198742.78,93878.67,27076.54,1,1,1,0
451,10909.76,12039.91,140137.22,2803.48,104418.97,1,0,1,1
226,6504.03,74501.4,79737.74,167035.19,140615.67,0,1,1,1
193,61448.43,105435.28,112226.07,116478.89,13313.35,0,0,1,1
97,39626.17,156231.05,10192.51,87737.29,147493.45,1,1,0,0
57,15258.67,93668.26,176984.23,62846.5,17367.1,0,1,1,0
158,85524.66,1378.74,32134.49,55199.44,126233.83,0,0,0,1
500,55452.73,178251.18,142003.85,120791.98,115794.49,1,0,0,1
541,88566.77,148298.35,22375.11,51242.85,88168.46,1,1,0,0
397,40254.51,138306.46,132723.65,67354.02,151297.05,1,0,0,1
326,43936.89,71410.0,32537.86,126457.66,6525.2,1,1,1,0
702,94517.35,145606.63,44510.53,188704.81,22724.16,0,0,1,0
707,60927.11,77789.58,110093.53,102595.11,100782.53,1,0,1,0
666,99671.87,7931.09,134780.56,9272.37,11363.93,1,0,1,1
150,57182.98,44965.19,140828.79,99505.57,29076.28,0,0,1,0
579,30610.46,89995.43,168550.91,13868.77,66917.89,0,0,1,1
709,83294.44,147541.18,98351.48,95526.64,75508.8,0,1,1,0
81,9419.51,114910.99,85608.43,199371.66,129467.64,0,1,1,0
153,5815.84,197964.45,128614.21,174089.46,142938.73,0,0,0,0
24,96913.94,84494.26,164826.82,113924.12,182806.24,1,0,0,0
74,39813.45,50136.59,152376.56,188486.8,167913.83,0,1,1,0
696,53158.98,168156.44,102153.96,192055.55,114804.76,0,1,0,1
35,18482.62,133174.85,44399.08,199530.93,99912.84,0,0,1,1
408,42184.77,173129.59,150236.62,159320.08,2869.24,1,1,1,1
553,2936.44,169463.24,28615.57,25356.21,46773.37,0,1,1,1
703,7380.09,23364.18,31296.87,67815.44,65883.33,1,0,0,1
572,85170.19,129749.01,177549.27,159028.49,113053.68,0,1,0,1
230,92071.88,194207.86,28400.32,126125.45,95232.57,1,1,0,0
156,21532.4,56335.54,175167.62,88366.27,38277.12,1,0,1,1
169,39138.46,149172.75,182384.48,51355.98,51104.11,0,1,1,1
665,29984.53,162538.88,169292.29,94872.63,51596.8,1,0,0,1
528,20594.82,84272.21,171078.01,175819.72,57220.03,0,0,0,1
273,78016.33,119904.61,55146.55,141765.38,48038.51,0,0,1,0
547,29188.06,134800.02,49721.43,31134.91,13815.69,1,1,1,0
571,18476.5,186902.15,48497.12,1414.69,133440.39,1,1,1,1
296,73872.79,104811.48,119160.93,143819.78,175625.65,1,0,1,1
498,78399.95,62837.0,5591.18,14751.77,109787.53,0,0,1,1
88,21603.56,120606.35,112736.27,10884.58,162638.59,1,0,1,1
465,86470.3,65723.44,135218.17,52256.91,102712.12,0,0,1,0
48,16858.4,58885.48,148357.32,2466.79,40048.09,0,1,0,1
163,18579.42,119502.84,18503.02,94786.92,114040.16,1,1,0,0
281,10558.5,112229.91,89442.6,39006.03,149196.68,1,0,1,1
520,62740.56,109226.2,39658.57,12898.95,170311.06,1,0,0,0
399,80845.18,191982.89,146327.65,190147.97,170691.9,1,0,0,1
553,34536.12,42477.78,50635.77,62998.41,97801.99,0,0,1,1
603,90641.97,91463.81,138333.77,111662.53,70129.77,1,0,1,1
373,69903.32,130209.46,195075.78,16286.78,193704.81,1,0,0,0
309,61521.88,106394.29,109539.27,185136.52,177020.55,1,1,1,0
710,67995.73,56674.83,179091.04,69472.67,121146.88,0,1,0,0
551,29620.3,115088.06,13287.91,114793.72,74468.55,0,1,0,0
607,49496.1,128768.26,179655.77,94534.94,79342.07,0,1,0,1
450,87748.93,150188.6,95190.15,28026.43,23710.26,1,0,0,1
250,26680.63,177728.23,110684.4,3611.69,168361.05,1,1,0,1
145,19740.83,80339.07,33451.25,144141.68,30973.76,1,0,0,0
718,86855.49,63764.22,164542.47,31931.39,5505.43,0,1,0,0
106,97921.3,65982.13,120778.7,125458.35,97762.6,1,1,1,1
532,21716.97,124517.58,96341.52,194717.41,127772.4,1,0,1,0
717,99496.06,148173.6,64522.18,177226.57,45498.76,0,0,1,0
650,28766.1,147922.31,189968.54,6831.44,97649.56,0,0,1,0
547,70680.38,109455.15,69009.54,449.26,149613.61,0,0,0,0
249,74141.43,89705.49,173837.69,60557.19,52363.37,0,0,1,1
469,49381.43,139163.14,137231.68,131249.04,126128.09,1,1,0,1
673,95332.74,68394.04,183034.84,121689.52,140986.38,0,1,0,1
187,71828.28,72553.56,196047.46,51844.37,29231.7,0,0,1,1
109,46596.96,107829.47,36206.76,32772.64,89880.53,0,0,1,1
400,90049.25,129664.78,199006.6,77424.29,195880.04,0,0,1,0
642,54822.38,80727.12,31353.14,141639.24,111961.65,1,0,1,1
280,16103.19,83718.06,110670.09,134070.74,172175.6,1,0,0,0
387,92682.21,103357.56,194743.82,142201.6,136010.14,0,0,0,1
648,73659.89,133411.72,57154.59,152173.55,85735.19,0,1,1,0
166,45045.87,101028.69,77945.81,37375.48,150775.59,1,0,1,1
83,50256.67,44066.27,17333.92,159696.6,1433.88,1,1,1,0
650,67831.59,51605.83,138488.84,180796.91,139516.28,0,0,1,0
535,96585.07,175124.76,10022.03,162458.02,33785.66,0,1,0,0
13,54239.43,44564.59,53339.47,69398.74,77828.99,1,1,0,0
43,82293.51,112629.39,115750.65,41880.63,179660.07,1,1,1,1
433,26392.05,96508.06,155611.11,181746.18,10232.01,1,1,1,1
54,77598.69,141164.05,160909.05,56584.99,133014.61,1,1,0,1
500,3364.58,198698.99,61928.86,91116.54,83846.13,0,1,1,0
9,70874.8,170595.42,77640.19,182689.04,192187.74,1,1,0,1
45,64669.72,153205.11,177809.69,101142.74,146292.78,0,0,0,0
117,40547.39,88095.65,144102.2,47889.15,165449.14,1,1,0,0
330,57588.45,35420.55,64441.18,197757.18,13975.88,0,1,0,0
526,8458.68,22077.26,27750.13,157565.73,47268.38,1,0,0,1
656,57557.9,84733.54,170982.95,68872.01,70439.4,0,1,0,1
105,49068.98,59643.1,99480.94,131223.63,177712.37,1,0,0,0
571,15886.94,25991.03,70874.06,169527.1,13856.9,1,0,0,0
475,94283.74,73646.84,125434.16,177486.42,113200.62,0,0,0,0
183,56750.91,89249.56,80543.48,193450.79,150798.84,1,0,0,1
457,66884.4,81909.95,135828.54,72618.3,193113.5,0,1,1,0
236,54057.96,164156.64,75038.2,84617.98,170423.08,1,0,1,1
595,21056.21,198244.74,42340.33,130805.7,142813.56,1,0,1,0
498,42186.89,142282.05,88761.8,6678.25,136373.26,0,0,1,0
736,35836.24,3220.58,98540.8,21710.72,83751.38,1,0,0,0
588,5398.39,110182.39,190048.61,5525.56,8574.46,1,0,1,0
564,11406.54,52403.1,99734.28,192709.04,136581.36,0,1,1,0
474,1885.98,122257.47,69460.25,57320.69,49609.91,0,1,0,1
225,65889.3,87957.48,15363.13,100939.69,98241.96,1,1,1,1
530,67539.27,7484.51,156629.21,69086.35,190083.8,0,1,1,1
493,56575.78,105229.64,77359.59,3517.07,90161.13,0,0,1,0
233,86253.61,27789.3,189068.52,188914.8,76824.54,1,1,1,0
278,532.32,29715.6,155361.57,7474.6,104965.62,0,0,1,1
584,41416.63,92395.93,112509.53,22140.5,108620.39,1,1,0,1
316,70849.27,178740.83,19913.01,1764.95,58591.24,0,1,0,0
221,79636.21,40111.69,18981.28,17463.77,38413.98,0,1,1,0
249,94117.19,174377.87,30704.43,90369.1,7355.48,0,1,1,1
687,6538.74,160619.47,30722.66,65751.7,196332.54,1,1,1,1
55,48702.12,10930.55,117604.7,41950.63,107502.13,0,1,0,0
393,19034.17,100212.33,133558.37,54402.66,55053.46,0,1,0,1
725,42707.68,79862.78,17403.26,88429.53,13012.25,1,1,1,0
480,62797.1,184924.14,183406.39,73466.28,130417.37,1,0,0,1
324,85019.83,14777.5,3778.04,12419.59,100164.9,0,1,1,1
570,72038.68,182487.8,152134.53,115216.66,143056.79,0,0,0,1
53,41727.69,172586.68,81000.96,75059.14,163163.76,0,0,0,1
392,99274.86,86568.85,42514.21,116746.84,23198.9,0,0,0,1
376,21568.93,101331.04,33658.59,69856.36,19072.59,0,0,0,0
50,64034.18,10736.06,161023.16,184787.74,140921.43,0,0,1,0
560,14852.06,130927.74,133013.0,25719.26,173354.74,0,1,1,1
307,87885.68,199012.11,153182.54,186978.39,44795.65,0,0,0,0
662,98167.85,29196.1,180380.13,125484.92,67804.36,1,1,0,0
135,50466.42,1223.77,130144.36,117738.64,28206.19,1,0,0,0
566,93264.25,190703.71,22726.28,27860.15,7488.57,1,1,1,0
177,24719.14,20593.21,90541.03,163278.1,27776.55,0,1,1,1
115,22007.64,133391.02,78030.22,138761.82,131660.67,0,0,1,1
191,93694.41,118415.8,134687.02,104041.51,167083.5,1,0,0,1
148,30691.18,52420.48,83570.28,103480.32,111233.05,1,1,1,0
243,23866.46,39811.83,101175.97,131140.77,115738.98,0,0,1,1
261,25491.78,54025.74,19327.72,137848.78,179120.45,0,0,0,1
452,53330.45,56328.35,48037.42,43499.0,66679.27,0,1,0,0
375,25078.32,139564.03,76068.76,184229.68,196892.12,1,0,0,0
42,41643.0,112286.57,15313.0,111199.76,166084.53,1,1,0,1
83,27411.22,101313.52,140054.38,69468.83,141336.48,1,1,0,1
52,70490.93,32584.75,157963.73,63272.27,95486.54,1,0,1,0
652,6039.37,6833.78,47695.83,79855.42,198149.34,0,0,1,0
161,65879.7,126736.1,30699.72,161595.53,56325.26,1,1,0,1
385,45914.66,18286.51,32899.91,19066.85,63902.22,1,1,1,1
123,5635.92,37436.03,109406.65,162289.31,98833.5,1,0,0,1
78,27504.87,5817.62,195921.47,150455.86,198279.25,0,1,1,0
605,88265.02,20616.77,83159.2,137364.64,39084.33,0,1,0,1
311,26441.2,89251.65,158672.07,121887.22,11725.89,1,1,0,1
210,45030.67,139196.85,137186.71,19397.31,164604.53,1,0,0,0
674,98751.07,124592.98,13298.18,138456.88,9369.23,0,1,0,1
711,29669.04,60106.25,139260.64,73059.82,162476.41,1,0,0,1
507,70870.93,25716.69,20909.91,59324.96,1557.5,1,1,1,0
639,87131.92,133923.98,161979.48,164111.28,171039.32,1,0,0,0
259,58054.38,53604.5,151872.94,169623.01,146544.54,1,1,0,0
140,71041.84,130130.33,178542.23,64714.99,96484.04,1,1,0,1
65,14853.42,54009.9,116140.14,138331.9,81283.2,1,0,1,0
619,41529.93,54284.78,28517.0,161075.38,70494.65,1,1,1,0
102,16111.81,51745.14,10191.05,79352.82,90095.21,1,0,1,0
133,68689.68,195648.05,143040.11,111047.57,138833.81,0,0,1,0
661,28234.77,126550.16,198880.03,396.25,131603.63,0,1,0,1
598,75888.86,187284.77,96458.29,90552.51,9084.13,0,1,1,1
272,79266.3,165023.71,115159.38,153840.89,139562.79,1,1,0,0
209,50357.79,146753.38,452.19,19592.39,79772.17,0,0,0,0
467,7263.96,139978.76,195034.74,12966.9,139113.4,0,0,1,1
84,93807.47,133245.59,181761.85,168418.51,197460.18,0,1,1,0
82,21664.35,67099.86,21869.99,25986.21,63716.0,0,0,1,1
663,95735.81,59549.8,180069.06,1952.31,72173.51,1,1,0,1
52,91513.36,113506.44,33047.6,34338.48,188217.57,1,0,1,0
199,67093.51,42296.7,130987.77,14490.28,154214.86,1,0,0,1
469,78550.8,79976.49,84293.28,72501.29,38526.32,1,1,0,1
4,57608.75,27337.43,745.4,40983.5,55160.73,1,1,1,0
628,72235.72,8386.16,66837.58,175297.58,10940.34,0,0,0,0
665,32956.63,130243.11,153390.29,51408.38,20674.98,0,1,0,1
706,62009.23,70347.21,110379.39,93520.83,15718.28,0,0,0,1
218,88057.06,15933.84,67171.4,27939.7,139071.11,1,0,0,0
432,40096.7,169594.92,158224.49,32454.45,41918.38,1,1,0,1
130,53965.34,62934.83,98338.84,88707.0,161775.35,0,0,1,1
683,57466.68,130270.06,78852.03,145180.05,134188.47,1,0,0,0
407,60148.43,185729.79,159489.32,41288.97,32359.92,0,1,0,0
28,84071.65,185309.22,138561.13,146524.36,68110.82,0,0,1,1
381,82432.59,70555.28,183536.9,135292.82,187867.71,1,0,0,1
422,56704.53,194160.76,56017.28,125898.75,124788.17,1,1,1,0
300,46840.66,139076.22,17056.45,129741.38,107697.79,1,0,1,1
703,8564.47,97756.05,130179.69,179909.48,161014.58,1,0,1,1
238,23328.12,17132.39,113244.85,63836.88,9349.65,0,0,0,0
320,82733.58,53455.18,142753.89,73206.87,197506.77,1,1,0,0
608,84441.78,18804.44,161824.38,110979.8,39895.01,1,1,1,0
38,30831.32,22585.87,9912.28,96242.86,66257.34,0,0,1,0
238,70482.06,3603.28,72676.78,192053.27,23637.45,0,0,1,0
377,62590.97,138354.87,198708.22,40453.16,132046.44,1,1,1,1
395,96865.06,73645.59,77667.56,100774.92,199919.91,0,0,0,1
376,80629.09,2416.14,11556.26,193142.92,14739.41,1,0,0,0
133,36398.45,199005.02,76511.43,2993.35,99655.74,0,0,1,1
461,53327.9,9311.85,100279.21,173072.19,127016.15,0,0,0,1
427,91282.02,153194.18,28513.46,153063.24,75329.53,0,1,1,0
534,26131.33,134484.29,130266.5,112084.74,11935.96,0,1,0,0
592,17561.01,11962.93,135388.94,100442.67,50972.58,1,0,0,1
212,6887.65,147960.41,188400.12,10054.41,135331.23,0,0,0,0
197,38704.5,161739.72,156547.33,174628.25,155538.42,1,0,1,1
534,19396.98,168181.01,171920.23,60146.49,181208.95,0,0,1,0
738,18203.69,168226.13,28352.56,3614.62,107112.48,0,0,1,0
397,15472.28,16002.88,136592.62,154135.93,72928.72,0,1,1,1
437,62485.61,62918.0,45725.65,144935.76,64539.46,1,0,1,1
403,30323.6,80851.09,93917.81,89081.96,80509.75,0,0,0,0
372,53791.37,168112.45,118812.14,115209.99,152746.13,1,1,1,0
503,87356.93,11774.26,114822.28,195492.32,11851.72,1,1,0,1
70,82984.11,59354.87,140480.81,120519.47,141526.47,1,1,1,0
93,76177.4,22526.66,15309.18,136625.68,122332.85,1,0,0,0
331,36089.61,198083.91,167768.13,21572.02,68314.84,0,1,0,0
350,80869.02,119063.74,89375.7,4563.85,99478.55,0,0,1,1
392,50558.44,116143.8,149113.04,34937.73,102861.14,1,1,0,0
198,26656.95,110113.82,66681.98,147782.86,13981.02,0,1,1,0
345,69086.61,51634.62,82689.91,92481.74,174087.74,0,0,1,0
123,15320.0,23977.39,36906.4,139200.19,112198.86,0,1,0,0
362,3398.59,21730.76,168424.23,135759.29,91880.12,0,0,1,1
509,78218.32,124304.18,137376.68,170020.24,81048.86,0,0,0,1
123,20784.1,60637.6,160125.75,7219.88,66249.98,1,0,1,1
464,78540.26,38640.73,154781.31,43391.87,127227.93,1,1,0,0
74,61256.6,52907.28,125152.47,138558.02,139628.83,0,0,0,0
573,53353.31,188657.63,52806.52,129157.32,44093.45,1,0,0,0
23,90468.94,137832.49,8347.72,7517.72,167866.74,0,0,1,0
644,17328.67,115978.64,20867.11,82691.82,43400.8,1,0,1,1
235,94005.01,166331.86,136847.64,117010.11,95721.43,1,0,0,0
539,23792.11,129304.57,44231.0,62097.84,19824.24,1,0,0,0
437,28308.87,26543.06,104260.99,189508.98,192228.7,0,1,0,0
570,74568.21,173453.43,142035.03,42611.19,39290.65,1,0,0,1
141,60721.48,9762.21,145838.23,122807.91,49925.21,0,0,0,1
605,59352.2,124338.57,6464.91,169399.87,138381.39,0,1,0,0
20,79178.09,178597.6,69488.45,94159.76,90934.8,1,0,0,0
651,18646.71,109145.05,19476.59,56452.81,16453.5,1,0,0,0
561,73689.64,74591.34,487.91,11872.14,99734.6,1,0,1,0
296,60797.95,57832.36,127222.27,106167.18,191231.89,0,0,1,1
423,32734.6,60517.34,123401.89,44039.74,123353.05,0,1,1,0
112,58296.03,151939.45,138997.94,14907.38,111500.8,1,1,1,0
289,51472.93,174814.69,78381.33,29093.96,130409.28,0,1,0,0
539,59136.94,161694.55,143101.84,193764.21,52261.65,1,1,0,0
351,7762.31,182553.75,167276.63,49405.87,168816.16,0,1,1,0
253,32689.32,150205.5,150275.55,83546.81,87550.55,0,0,0,0
573,53282.15,196017.1,24179.85,197126.67,96883.24,0,0,1,1
144,86990.04,102100.1,117751.52,171774.34,63564.17,1,0,0,1
373,69213.42,121956.36,69097.04,164944.27,45782.73,0,1,1,0
190,13958.66,62546.46,138487.26,26740.51,116871.31,1,1,0,1
16,55061.19,4273.51,136395.01,11613.82,186859.66,0,0,0,0
101,46064.09,83822.44,180144.81,96144.36,130543.72,0,1,0,0
154,51124.69,23247.41,141386.4,182754.73,89356.34,1,1,0,0
457,78642.25,123375.21,32494.59,141552.8,125779.66,0,0,0,1
241,2943.95,149883.12,189573.39,182378.73,5993.14,1,0,1,0
328,14058.13,166235.5,178718.1,109476.61,101253.25,0,1,0,0
145,53838.11,98246.51,121665.2,115607.29,174804.89,1,0,1,1
573,49290.3,145727.9,51338.46,34180.08,137425.5,0,0,1,1
315,77975.26,83138.94,73600.4,122753.76,6526.4,0,0,0,0
183,95592.69,146157.49,171138.32,1875.08,24024.83,0,0,1,0
633,2995.42,68411.93,7703.51,162241.49,184366.1,0,1,1,0
264,3900.33,114863.28,75351.33,193679.62,140003.45,1,0,0,0
512,90676.07,151465.91,179106.43,99489.61,103612.47,0,0,1,1
198,94572.83,36345.8,65222.77,75191.56,147835.17,1,0,1,1
684,97696.34,344.29,79435.66,176956.72,112168.22,0,1,0,0
13,90856.08,91029.36,48383.23,116215.58,45754.16,1,1,1,0
596,86810.92,102314.1,190584.33,91521.18,182764.34,1,0,0,1
109,75506.74,164024.28,21509.61,154811.28,116566.63,0,0,0,0
95,48696.22,188758.18,7186.61,24868.93,84565.3,0,0,1,0
199,88190.62,72052.69,13422.98,50014.71,90431.78,1,1,0,1
582,31566.06,54898.0,159022.4,32583.98,12658.58,1,1,1,1
490,94222.86,122766.26,171261.59,32595.24,98596.05,0,1,1,0
725,51422.65,75444.7,142869.67,18509.73,19947.21,0,1,0,0
394,84807.35,125597.88,95343.0,192407.02,46253.85,1,1,0,0
362,19250.03,155804.64,40563.29,59306.27,179000.43,1,0,1,0
722,70159.54,42020.73,90186.38,186660.85,4608.27,1,1,0,0
311,9702.9,136437.79,91124.59,23060.02,1722.45,0,1,1,1
484,6790.15,175304.09,167307.77,142323.93,64271.92,1,0,1,0
477,50096.85,87737.86,36099.0,117979.7,66958.71,0,0,0,1
87,66148.9,125557.18,125250.28,67166.83,19707.32,0,0,0,0
643,42364.27,75533.1,139692.22,94601.16,26193.13,0,0,1,1
430,88742.18,178093.76,46101.42,152748.06,110177.0,0,1,0,0
532,62475.22,33365.17,190819.27,168621.53,166610.26,0,0,1,1
200,83774.05,174692.39,111792.73,48994.55,29796.16,1,0,1,1
37,11000.31,159753.8,100424.77,171114.58,110255.44,0,1,1,0
104,13808.55,144295.31,71731.78,56441.85,99693.57,1,1,1,1
502,55796.9,148201.94,89765.17,36924.62,99114.5,0,0,0,0
708,26989.61,86515.46,130213.36,189649.07,16690.33,0,0,1,0
38,98013.86,50914.81,2662.07,73253.23,193383.96,0,1,0,0
666,67784.09,63506.5,59223.25,93536.06,152095.4,0,0,0,0
397,9180.53,45758.63,19073.04,76628.73,149605.93,0,1,0,1
91,85423.91,43123.63,37892.68,57211.99,69039.2,1,0,1,1
218,51648.02,137695.51,114605.2,5197.6,47782.15,0,0,0,1
277,16057.89,123076.25,59581.77,35012.15,41153.02,1,0,1,0
520,98286.7,170485.0,164141.93,109809.68,7011.02,0,0,0,1
33,93012.32,109243.44,143569.48,169643.22,95228.02,0,1,1,0
10,81910.25,18550.6,198280.38,8532.55,44564.08,0,1,1,1
140,11138.7,8321.74,4460.26,99446.68,21421.6,0,1,1,1
660,99514.49,146282.9,180096.95,111052.45,10623.9,1,1,0,0
359,55213.89,125812.7,37407.06,157481.26,118880.63,0,0,1,1
453,29726.34,113014.38,134957.51,86091.55,135631.95,0,1,1,1
86,85567.15,185672.22,175575.87,25090.5,115426.83,0,1,0,0
501,58158.7,138350.0,137074.13,169437.14,149977.66,1,0,0,0
57,45993.13,26267.9,170071.11,154382.03,154743.29,0,0,1,0
108,65291.28,183344.7,34826.8,77785.04,198986.62,1,0,0,1
683,36568.75,173747.86,72397.67,14714.93,190105.03,1,1,0,0
684,23259.27,103531.93,95127.66,109713.69,113327.49,0,0,1,1
424,68911.66,193831.15,17101.61,191634.36,128042.4,1,1,0,0
316,59892.97,62529.54,54568.86,1467.11,171073.32,0,1,1,0
37,45966.83,63212.05,114645.34,118488.17,56021.64,0,1,1,0
667,72614.89,191369.63,19856.54,81033.46,13312.67,1,1,1,1
650,22297.54,86338.9,157061.67,112843.48,100365.58,0,1,0,1
443,82817.84,117249.68,112801.15,73717.88,188357.15,1,0,0,1
313,66403.27,23424.51,41408.45,93644.48,5856.73,0,0,0,0
458,51267.26,106100.65,190328.39,199666.26,80375.09,1,0,0,1
162,70390.8,136157.94,195347.03,108771.0,191298.35,0,1,0,0
266,91368.03,139339.55,131143.3,165313.37,136397.77,1,1,0,0
42,95372.87,143779.64,5567.42,192821.44,129357.16,1,0,1,1
128,99965.97,26361.29,69759.46,49953.45,194195.46,0,0,1,0
52,66106.84,36605.06,90898.91,57932.2,135594.69,1,0,0,1
718,87945.08,125707.26,38774.63,172796.73,160503.31,0,1,1,1
585,5050.81,28822.02,87695.4,120794.81,28904.28,0,0,0,0
710,32562.47,136371.19,36332.97,194065.95,115323.65,0,0,0,1
14,20035.49,41908.45,158637.05,75656.02,155180.55,0,1,0,1
736,98235.61,112130.57,182425.99,169942.02,188203.88,1,1,0,0
556,60876.35,40471.75,100074.72,196690.67,42702.3,0,0,0,1
324,78855.32,45362.58,90306.87,51470.28,141981.27,0,1,1,0
228,76143.68,27590.37,17372.9,155918.23,70801.65,1,0,0,0
454,67474.51,3827.86,73225.01,155782.42,196038.26,1,1,0,0
419,13229.56,128928.98,4240.41,107084.25,162495.46,0,0,1,1
169,25325.72,183794.69,157681.51,129071.99,27757.4,0,0,0,1
110,35416.25,165543.35,73544.26,70217.08,152381.2,1,1,1,1
378,50761.5,167614.5,67611.69,53996.87,103336.45,1,1,1,0
588,86666.73,153611.85,74021.14,63391.77,96517.8,0,1,0,1
587,75240.88,5528.68,159261.33,196604.53,85151.88,0,1,0,1
589,25797.11,185457.98,6709.91,10441.95,154770.52,0,0,1,1
56,78897.62,195662.23,11836.87,167312.14,147027.55,1,0,0,0
630,81302.17,1202.18,1494.1,191537.92,6602.12,0,0,1,1
407,80915.1,179403.77,108613.76,128723.66,168419.32,1,1,1,0
408,55294.14,12237.53,117389.23,174571.45,102294.34,1,0,0,0
243,1887.66,21769.34,171891.71,154494.22,33582.88,1,0,0,1
353,45660.35,2049.39,158375.57,38639.4,133055.63,0,1,1,0
133,99828.42,171950.64,131836.87,48761.69,154041.73,0,0,1,1
188,3436.88,163005.51,133914.04,122967.26,135965.74,1,1,1,1
82,77232.78,104192.45,160559.75,88931.54,85161.68,1,1,1,0
556,46762.16,52446.14,57022.36,187785.71,139452.62,1,0,0,0
310,18524.98,194351.05,53238.47,44060.13,8341.49,0,0,1,1
531,11582.51,85142.35,123045.59,147927.69,184361.91,0,0,0,1
418,85371.94,59143.83,22090.11,101102.92,130354.22,0,0,1,0
269,64859.49,192527.83,174050.32,158751.73,66880.15,1,1,0,1
624,70609.28,132536.74,147502.3,152415.81,51506.71,0,0,0,1
126,40034.03,9356.77,181240.82,13655.02,101712.95,1,0,0,0
606,74622.85,132077.63,20689.91,86521.91,89031.97,0,1,1,1
60,40619.81,88060.49,97936.9,111589.52,109869.3,0,1,1,1
75,57424.91,7315.6,35142.2,106610.81,17055.15,1,0,1,1
562,68994.54,512.29,31446.16,167846.15,171234.26,1,1,1,0
626,30686.39,38781.77,3859.55,88114.02,124994.22,0,1,1,1
9,48510.38,99630.82,170056.82,87997.28,39745.04,1,0,0,1
265,61057.59,183880.06,77874.91,134918.58,55921.5,1,1,0,1
584,15729.34,52959.6,123048.6,180694.9,99821.82,0,1,1,0
121,13407.93,119163.07,129153.92,137533.96,177248.52,1,1,0,0
404,69165.79,3946.67,175872.93,176254.53,113724.39,1,1,0,0
625,5568.9,125861.21,148958.78,63837.54,8579.06,1,1,1,1
270,47431.18,156829.02,79346.45,133627.08,120254.55,0,0,1,1
404,14085.99,54156.01,189298.45,14515.31,174971.99,0,0,0,0
440,74101.13,174604.62,160660.36,112922.37,198135.44,0,0,1,0
11,69093.86,128036.71,129039.52,68186.22,28659.02,0,1,1,0
350,99502.32,144580.97,126817.34,186513.55,41539.64,0,0,1,0
358,15217.28,107885.3,4950.94,190978.09,84805.56,1,0,1,1
579,42146.79,145001.82,129974.17,21813.75,197973.64,0,1,1,0
634,72588.98,180845.33,60341.27,172325.73,135406.73,1,1,0,1
69,10570.66,58481.66,58183.57,22446.73,172056.42,1,1,1,1
522,75251.77,127871.04,113452.95,92869.43,161196.16,1,1,1,0
337,61606.69,56357.03,173334.6,126324.48,132331.29,1,1,0,0
693,21427.86,135728.8,9363.17,87449.47,7954.96,1,1,1,0
213,12021.32,159352.36,84177.31,94855.21,131928.43,0,1,0,0
271,22925.98,29239.32,51251.39,194949.28,37512.64,0,1,0,0
11,83985.7,142144.66,117396.76,164082.67,91823.1,0,0,0,1
587,31203.0,90509.42,133328.53,159056.78,179466.74,1,0,1,0
292,87134.75,153140.21,75893.54,87769.28,40330.46,0,0,0,1
440,44859.34,118182.95,24873.03,37949.87,114106.82,1,1,0,1
509,61227.07,153375.28,23456.58,33123.59,89769.31,1,0,0,0
180,74293.81,66344.05,44950.33,166394.43,155756.67,1,1,1,0
307,24012.01,76758.94,170988.31,73498.91,133013.53,0,0,1,0
693,96810.85,64426.95,86248.4,10953.64,88864.83,0,0,1,0
742,80121.3,89505.35,191502.16,42056.5,27237.68,1,1,1,0
432,31520.24,69251.5,132059.42,179521.24,18515.87,1,0,0,0
302,74334.73,159150.01,29245.94,82404.02,44723.72,1,0,0,0
59,41258.44,154852.91,191475.78,187142.52,49284.23,0,1,0,0
112,44888.74,45772.79,73166.32,15364.12,57850.81,1,1,1,1
206,483.58,124855.56,114930.02,173939.79,80346.15,1,0,1,0
175,95334.78,139306.82,104490.04,91537.61,51230.77,0,1,1,0
